skills,interests,education,experience,career_category,salary_min,salary_max
"communication, stakeholder management, postgresql, kafka","visualization, stakeholder collaboration, analytics, risk management",master's degree,1,Business Analyst,597000,1286000
"excel, dashboards, statistics, data visualization, data cleaning, typescript, sass","data analysis, kpis, teamwork, forecasting",master's degree,12,Data Analyst,953000,2077000
"cloud, databases, api design, testing, business process improvement, business case development","engineering, infrastructure, backend systems",master's degree,10,Back-End Developer,902000,1860000
"css, user research, debugging, javascript, figma, git, agile, code review, unit testing","design, web development, learning new tools, coding, api design",bachelor's degree,0,Front-End Developer,515000,1212000
"git, css, figma, testing, user research, workflow automation, business case development","teamwork, web development, system reliability",bachelor's degree,1,Front-End Developer,455000,1005000
"critical thinking, machine learning, presentation skills, algorithms, stakeholder interviews, risk analysis","teamwork, programming, api design",phd,3,Machine Learning Engineer,806000,1620000
"databases, debugging, design patterns, docker, cloud, information architecture, design critique","technology, infrastructure, predictive modeling",bachelor's degree,6,Back-End Developer,892000,2140000
"card sorting, documentation, presentation skills, css, design systems, caching","innovation, user research",bachelor's degree,15,UX Designer,1429000,3398000
"critical thinking, problem solving, dashboards, stakeholder management, model evaluation, linear algebra","technology, reporting, stakeholder collaboration",master's degree,7,Business Analyst,790000,1840000
"communication, sql, market analysis, data visualization, critical thinking","strategy, artificial intelligence",bachelor's degree,7,Business Analyst,791000,1593000
"linux, presentation skills, critical thinking, testing, visual design","automation, cloud, infrastructure, market fit",master's degree,3,DevOps Engineer,787000,1879000
"requirements gathering, problem solving, personas, teamwork, user research, financial modeling, business case development","stakeholder collaboration, product strategy, user research, technology, customer feedback",phd,3,Product Manager,1104000,2220000
"testing, cloud, competitive analysis","engineering, infrastructure, system reliability, kpis",master's degree,7,Back-End Developer,914000,1834000
"testing, git, debugging, algorithms, problem solving, tailwind css","backend systems, learning new tools, requirements analysis",master's degree,1,Software Engineer,645000,1418000
"debugging, databases, ci/cd, okrs, product strategy","cloud, infrastructure, risk management",bachelor's degree,11,Back-End Developer,1190000,2617000
"algorithms, git, statistics, machine learning, problem solving, python","programming, problem solving, web performance",phd,0,Machine Learning Engineer,609000,1385000
"testing, debugging, presentation skills, product strategy","responsive design, web development, design",diploma,1,Front-End Developer,553000,1135000
"requirements gathering, git, roadmap","customer feedback, user research, stakeholder collaboration",bachelor's degree,6,Product Manager,1276000,2786000
"agile, debugging, html, api design","systems, automation",diploma,1,Software Engineer,605000,1284000
"git, problem solving, javascript, scripting","automation, system design",bachelor's degree,2,Software Engineer,642000,1399000
"git, debugging, data cleaning, machine learning, data structures, pandas","data analysis, computer vision, software craftsmanship",bachelor's degree,0,Machine Learning Engineer,623000,1452000
"cloud, problem solving, teamwork, api design, concurrency","api design, engineering, problem solving",master's degree,2,Back-End Developer,688000,1399000
"presentation skills, documentation, git, terraform, ci/cd, design critique, sketch","automation, cloud, systems, accessibility",bachelor's degree,1,DevOps Engineer,680000,1596000
"testing, documentation, linux, design patterns","engineering, innovation, backend systems, process improvement",master's degree,2,Back-End Developer,648000,1376000
"numpy, teamwork, market research, pandas, tableau, statistics, communication, interaction design, usability","analytics, software craftsmanship",bachelor's degree,3,Data Analyst,563000,1126000
"personas, stakeholder management, user research, roadmap, agile, documentation, prioritization, requirements gathering","customer feedback, learning new tools, business intelligence",diploma,5,Product Manager,930000,2083000
"excel, python, problem solving, data storytelling","visualization, data analysis, statistics, visual storytelling",phd,2,Data Analyst,491000,1072000
"tableau, reporting, presentation skills, sql, teamwork","analytics, api design",diploma,8,Data Analyst,751000,1794000
"data structures, git, communication","computer vision, pattern recognition, programming",bachelor's degree,1,Machine Learning Engineer,687000,1641000
"critical thinking, design patterns, cloud, data structures, git, linux, django, site reliability","engineering, innovation, infrastructure",master's degree,6,Back-End Developer,945000,2187000
"agile, debugging, problem solving, api design, databases, google sheets, kpis","teamwork, engineering, distributed systems, cloud, dashboards",bachelor's degree,13,Back-End Developer,1386000,3167000
"user research, css, documentation, git, requirements gathering, gap analysis","visual storytelling, customer feedback, user experience",12th pass,3,UX Designer,678000,1550000
"data storytelling, presentation skills, pandas, numpy, communication, c++, object-oriented design","pattern recognition, problem solving",bachelor's degree,2,Data Analyst,587000,1265000
"communication, requirements gathering, workflow automation, data visualization, vue","reporting, strategy, innovation, requirements analysis, stakeholder collaboration, human-centered design",bachelor's degree,1,Business Analyst,506000,1197000
"risk analysis, data visualization, roadmap, dax, pivot tables","stakeholder collaboration, strategy, api design",bachelor's degree,10,Business Analyst,1085000,2424000
"css, figma, javascript, debugging, git, teamwork","design, user experience, innovation",12th pass,2,Front-End Developer,587000,1321000
"data structures, api design, testing, sketch","engineering, coding, automation",bachelor's degree,4,Software Engineer,851000,1870000
"documentation, problem solving, debugging, algorithms, xgboost, use case documentation","algorithms, statistics, model optimization, business intelligence",12th pass,6,Machine Learning Engineer,851000,1919000
"presentation skills, api design, design patterns, git, python, critical thinking","coding, responsive design",master's degree,2,Software Engineer,675000,1567000
"prototyping, git, debugging","web performance, ui development, design, learning new tools",diploma,5,Front-End Developer,833000,1816000
"javascript, concurrency, design patterns, linux, critical thinking, refactoring, presentation skills, ci/cd","technology, system design, web development",master's degree,2,Software Engineer,579000,1243000
"personas, user research, card sorting, prototyping, css, model deployment","user experience, problem solving, visual storytelling, interactive web experiences",bachelor's degree,1,UX Designer,470000,1094000
